ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
2304595-20240716,2969029,349225,1,"BOHICA BAR AND GRILL, INC.",ZOE'S PATIO,5518 S ARCHER AVE 1ST D,CHICAGO,IL,60638,23,34,23-34,8,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2304595,RENEW,,05/15/2024,06/25/2024,N,07/16/2024,07/15/2026,07/02/2024,07/17/2024,AAI,,,41.798126625,-87.747416514,POINT (-87.74741651396842 41.79812662454975)
2299070-20240716,2969410,376040,2,"LAKE PARK ENTERTAINMENT, LLC",THE PROMONTORY,5307-5319 S LAKE PARK AVE 1ST & 2ND,CHICAGO,IL,60615,5,48,5-48,2,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2299070,RENEW,,05/15/2024,05/31/2024,N,07/16/2024,07/15/2026,05/31/2024,05/31/2024,AAI,,61,41.799317592,-87.587134142,POINT (-87.58713414206618 41.799317592141975)
2840518-20240716,2840518,484342,1,1637 West North Bar and Lounge LLC,1637 West North Bar and Lounge,1637 W NORTH AVE,CHICAGO,IL,60622,1,7,1-7,14,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2840518,ISSUE,03/29/2022,03/29/2022,04/11/2022,Y,07/16/2024,08/15/2026,07/16/2024,07/16/2024,AAI,,33,41.910499875,-87.66920617,POINT (-87.66920616953142 41.910499875487055)
2452175-20240716,2969747,404456,1,CLARK ILLINOIS LLC,EMA,74 W ILLINOIS ST 1ST,CHICAGO,IL,60654,42,22,42-22,18,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2452175,RENEW,,05/15/2024,05/23/2024,N,07/16/2024,07/15/2026,05/23/2024,05/23/2024,AAI,,,41.890935404,-87.630944801,POINT (-87.63094480116382 41.89093540406077)
13140-20240716,2967874,27202,1,"THE JUNCTION, INC.",THE JUNCTION LOUNGE,8615 S RACINE AVE 1ST,CHICAGO,IL,60620,17,33,17-33,6,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,13140,RENEW,,05/15/2024,07/14/2024,N,07/16/2024,07/15/2026,07/14/2024,07/15/2024,AAI,,,41.737270639,-87.653232923,POINT (-87.65323292308096 41.73727063913529)
24147-20240716,2967894,29968,1,NEW CELEBRITY LOUNGE INC,NEW CELEBRITY LOUNGE INC,2020-2022 E 83RD ST 1ST,CHICAGO,IL,60617,8,42,8-42,4,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,24147,RENEW,,05/15/2024,07/15/2024,N,07/16/2024,07/15/2026,07/15/2024,07/15/2024,AAI,,,41.744456862,-87.574910022,POINT (-87.57491002150282 41.74445686220236)
2845548-20240716,2970640,479191,1,"THE X POT CHICAGO, LLC.",X POT,150 W ROOSEVELT RD  A101,CHICAGO,IL,60605,34,27,34-27,1,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2845548,RENEW,,05/15/2024,07/15/2024,N,07/16/2024,10/15/2025,07/15/2024,07/15/2024,AAI,,,41.867452731,-87.632334237,POINT (-87.63233423659729 41.86745273087616)
2671789-20240716,2970390,456825,1,"EDISON RESTAURANT GROUP, LLC",TAVERN ON THE POINT,6722-6726 N NORTHWEST HWY 1-2,CHICAGO,IL,60631,41,5,41-5,16,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2671789,RENEW,,05/15/2024,06/20/2024,N,07/16/2024,07/15/2026,06/20/2024,07/15/2024,AAI,,,42.003187035,-87.817026289,POINT (-87.81702628916021 42.00318703496674)
2850300-20240716,2970641,479191,1,"THE X POT CHICAGO, LLC.",X POT,150 W ROOSEVELT RD  A101,CHICAGO,IL,60605,34,27,34-27,1,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2850300,RENEW,,05/15/2024,07/15/2024,N,07/16/2024,10/15/2025,07/15/2024,07/15/2024,AAI,,,41.867452731,-87.632334237,POINT (-87.63233423659729 41.86745273087616)
2659080-20240716,2970389,456825,1,"EDISON RESTAURANT GROUP, LLC",TAVERN ON THE POINT,6722-6726 N NORTHWEST HWY 1-2,CHICAGO,IL,60631,41,5,41-5,16,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2659080,RENEW,,05/15/2024,07/15/2024,N,07/16/2024,07/15/2026,07/15/2024,07/15/2024,AAI,,,42.003187035,-87.817026289,POINT (-87.81702628916021 42.00318703496674)
2590017-20240716,2970144,426678,1,"1540 N. MILWAUKEE, LLC",DSTRKT BAR & GRILL,1540 N MILWAUKEE AVE LL-1,CHICAGO,IL,60622,1,8,1-8,14,1050,Public Place of Amusement,744,Provides Onsite Entertainment or Rentals,2590017,RENEW,,05/15/2024,07/02/2024,N,07/16/2024,07/15/2026,07/12/2024,07/12/2024,AAI,,33,41.909420031,-87.676195083,POINT (-87.67619508256817 41.909420030729095)
1093321-20240716,2967988,60607,1,"C & B ENTERTAINMENT, INCORPORATED",PHASE II,9100 S ASHLAND AVE 1,CHICAGO,IL,60620,21,8,21-8,22,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,1093321,RENEW,,05/15/2024,06/17/2024,N,07/16/2024,07/15/2026,06/17/2024,06/17/2024,AAI,,69,41.728389214,-87.662995653,POINT (-87.66299565274393 41.72838921397678)
1354814-20240716,2968420,262648,1,THE GOLDEN GIRLS LOUNGE INC,TOP SHELF,1340 W 87TH ST 1,CHICAGO,IL,60620,21,48,21-48,6,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,1354814,RENEW,,05/15/2024,07/12/2024,N,07/16/2024,07/15/2026,07/12/2024,07/12/2024,AAI,,,41.735982217,-87.657442502,POINT (-87.65744250210226 41.7359822166131)
8484-20240716,2967601,4087,1,RIVERFRONT SALOON INC,RIVERFRONT SALOON,3301 E 106TH ST,CHICAGO,IL,60617,10,35,10-35,4,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,8484,RENEW,,05/15/2024,07/11/2024,N,07/16/2024,07/15/2026,07/11/2024,07/12/2024,AAI,,,41.702652466,-87.543707495,POINT (-87.54370749488511 41.702652466452214)
2718652-20240716,2970466,467312,1,"CHDG PHASE 1A1 SUB-LESSEE, LLC",HYATT HOUSE/HYATT PLACE AND FOOD CT,1835 W HARRISON ST,CHICAGO,IL,60612,27,10,27-10,12,1050,Public Place of Amusement,744,Provides Onsite Entertainment or Rentals,2718652,RENEW,,05/15/2024,07/11/2024,N,07/16/2024,07/15/2026,07/11/2024,07/12/2024,AAI,,,41.873987953,-87.672997409,POINT (-87.67299740933659 41.87398795331432)
2495674-20240716,2969719,403060,1,HOT MESS LLC,GIANT,3209 W ARMITAGE AVE,CHICAGO,IL,60647,26,3,26-3,14,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2495674,RENEW,,05/15/2024,08/15/2024,N,07/16/2024,07/15/2026,08/15/2024,01/07/2025,AAI,,,41.917288021,-87.707372701,POINT (-87.70737270122645 41.91728802065993)
2636689-20240716,2970375,454613,1,"ROOTS DEARBORN, LLC",ROOTS HANDMADE PIZZA - PRINTER'S ROW,744 S DEARBORN ST 1-2,CHICAGO,IL,60605,4,20,4-20,1,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2636689,RENEW,,05/15/2024,06/11/2024,N,07/16/2024,07/15/2026,07/11/2024,07/12/2024,AAI,,,41.872452185,-87.629282577,POINT (-87.62928257680521 41.87245218531338)
2718729-20240716,2970465,467312,1,"CHDG PHASE 1A1 SUB-LESSEE, LLC",HYATT HOUSE/HYATT PLACE AND FOOD CT,1835 W HARRISON ST,CHICAGO,IL,60612,27,10,27-10,12,1050,Public Place of Amusement,744,Provides Onsite Entertainment or Rentals,2718729,RENEW,,05/15/2024,07/11/2024,N,07/16/2024,07/15/2026,07/11/2024,07/12/2024,AAI,,,41.873987953,-87.672997409,POINT (-87.67299740933659 41.87398795331432)
2269540-20240716,2969408,376040,2,"LAKE PARK ENTERTAINMENT, LLC",THE PROMONTORY,5307-5319 S LAKE PARK AVE 1ST & 2ND,CHICAGO,IL,60615,5,48,5-48,2,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2269540,RENEW,,05/15/2024,05/31/2024,N,07/16/2024,07/15/2026,07/12/2024,07/12/2024,AAI,,61,41.799317592,-87.587134142,POINT (-87.58713414206618 41.799317592141975)
2846189-20240716,2970761,485233,1,Mustard Seed Restaurant 2 LLC,Daisy's Po'boy and Tavern,5215 S HARPER AVE 1ST FLOOR,CHICAGO,IL,60615,4,,4-,2,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2846189,RENEW,,05/15/2024,06/04/2024,N,07/16/2024,06/15/2026,06/25/2024,06/26/2024,AAI,,61,41.800580374,-87.588931784,POINT (-87.58893178370808 41.800580373689755)
2560958-20240716,2969918,414914,1,"VMM SOCIAL ROOM, INC.",VMM SOCIAL ROOM,5240 W FULLERTON AVE 1,CHICAGO,IL,60639,31,35,31-35,25,1050,Public Place of Amusement,744,Provides Onsite Entertainment or Rentals,2560958,RENEW,,05/15/2024,07/16/2024,N,07/16/2024,07/15/2026,09/04/2024,09/05/2024,AAI,,,41.924195163,-87.757833537,POINT (-87.75783353727932 41.924195162749236)
1277989-20240716,2968309,253694,1,"CHICAGO CITY SKATING, LLC","DR. MLK, JR. PARK AND FAMILY ENTERTAINMENT CENTER",1219 W 76TH ST,CHICAGO,IL,60620,17,27,17-27,6,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,1277989,RENEW,,05/15/2024,07/10/2024,N,07/16/2024,07/15/2026,07/10/2024,07/11/2024,AAI,,,41.755949781,-87.654666156,POINT (-87.65466615567901 41.75594978114761)
27882-20240716,2967707,11393,1,NAL / VAR INC.,LOCAL MOTION,10011 S COMMERCIAL AVE 1,CHICAGO,IL,60617,10,7,10-7,4,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,27882,RENEW,,05/15/2024,07/10/2024,N,07/16/2024,07/15/2026,07/10/2024,07/11/2024,AAI,,,41.71298081,-87.55090659,POINT (-87.55090659047397 41.712980809812755)
2744851-20240716,2967578,333,1,"NEW ARCHVIEW RESTAURANT, INC.","NEW ARCHVIEW RESTAURANT, INC.",3480 S ARCHER AVE 1,CHICAGO,IL,60608,12,8,12-8,9,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2744851,RENEW,,05/15/2024,06/03/2024,N,07/16/2024,12/15/2025,06/03/2024,06/04/2024,AAI,,,41.830692284,-87.677404682,POINT (-87.67740468176112 41.83069228369247)
28575-20240716,2968078,63674,1,"FRANK CULJAK, INC.",FRANK'S TAP & GRILL,9621 S COMMERCIAL AVE  1,CHICAGO,IL,60617,10,45,10-45,4,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,28575,RENEW,,05/15/2024,06/11/2024,N,07/16/2024,07/15/2026,06/11/2024,06/14/2024,AAI,,,41.720283389,-87.550898013,POINT (-87.55089801300306 41.72028338906699)
2294147-20240716,2969495,386270,1,"DDMB 2, LLC",EMPORIUM LOGAN SQUARE,2363-2365 N MILWAUKEE AVE,CHICAGO,IL,60647,1,10,1-10,14,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2294147,RENEW,,05/15/2024,05/20/2024,N,07/16/2024,07/15/2026,05/20/2024,05/21/2024,AAI,,,41.924260821,-87.699331748,POINT (-87.69933174792325 41.92426082139295)
2699110-20240716,2970385,456409,1,MQS GROUP LLC,LA PHARMACIE,5557 N SHERIDAN RD 1,CHICAGO,IL,60640,48,5,48-5,20,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2699110,RENEW,,05/15/2024,05/15/2024,N,07/16/2024,07/15/2026,05/15/2024,05/16/2024,AAI,,,41.983472912,-87.655032873,POINT (-87.6550328731429 41.983472911754426)
2241019-20240716,2968475,271886,3,"235 ASHLAND HOLDINGS, INC.",COBRA LOUNGE / ALL RISE BREWING CO.,235 N ASHLAND AVE 1,CHICAGO,IL,60607,27,33,27-33,12,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2241019,RENEW,,05/15/2024,06/24/2024,N,07/16/2024,07/15/2026,06/24/2024,06/25/2024,AAI,,,41.886491383,-87.666864575,POINT (-87.6668645750203 41.88649138251822)
2294148-20240716,2969494,386270,1,"DDMB 2, LLC",EMPORIUM LOGAN SQUARE,2363-2365 N MILWAUKEE AVE,CHICAGO,IL,60647,1,10,1-10,14,1050,Public Place of Amusement,744,Provides Onsite Entertainment or Rentals,2294148,RENEW,,05/15/2024,05/20/2024,N,07/16/2024,07/15/2026,06/25/2024,06/26/2024,AAI,,,41.924260821,-87.699331748,POINT (-87.69933174792325 41.92426082139295)
2340649-20240716,2969599,391295,1,WAGWYZ INC.,NIGHTHAWK,4744 N KIMBALL AVE 1,CHICAGO,IL,60625,33,27,33-27,17,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2340649,RENEW,,05/15/2024,09/27/2024,N,07/16/2024,07/15/2026,09/27/2024,10/07/2024,AAI,,60,41.967914072,-87.713498313,POINT (-87.71349831277436 41.9679140724935)
2589810-20240716,2970138,426559,1,DOUBLETREE MANAGEMENT LLC,DOUBLETREE BY HILTON CHICAGO - MAGNIFICENT MILE,300 E OHIO ST LL-26,CHICAGO,IL,60611,2,2,2-2,18,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2589810,RENEW,,05/15/2024,06/26/2024,N,07/16/2024,07/15/2026,06/26/2024,06/27/2024,AAI,,,41.892710585,-87.620130658,POINT (-87.62013065840584 41.892710584593935)
2846051-20240716,2970616,476388,1,312 Spirited Ventures LLC,Texan Taco Bar,942-944 W RANDOLPH ST 1-2,CHICAGO,IL,60607,27,16,27-16,12,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2846051,RENEW,,05/15/2024,05/28/2024,N,07/16/2024,01/15/2026,06/13/2024,06/14/2024,AAI,,,41.884448121,-87.651438099,POINT (-87.65143809862457 41.88444812063934)
2043071-20240716,2969187,354808,1,"COOKIE'S COCKTAIL LOUNGE, INC.",COOKIE'S COCKTAIL LOUNGE,1024 W 79TH ST 1,CHICAGO,IL,60620,17,12,17-12,6,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2043071,RENEW,,05/15/2024,06/27/2024,N,07/16/2024,07/15/2026,06/27/2024,06/28/2024,AAI,,32,41.750662696,-87.649960891,POINT (-87.64996089073604 41.75066269564234)
2313697-20240716,2969535,388341,1,"IMCMV CHICAGO, LLC",JIMMY BUFFETT'S MARGARITAVILLE BAR & GRILL,700 E GRAND AVE 1 FC12,CHICAGO,IL,60611,42,11,42-11,18,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2313697,RENEW,,05/15/2024,06/24/2024,N,07/16/2024,07/15/2026,06/24/2024,06/25/2024,AAI,,,41.892249163,-87.609518049,POINT (-87.60951804879336 41.892249163400116)
6011-20240716,2967590,3537,1,CROWBAR INC,CROWBAR LOUNGE,4001 E 106TH ST 1ST,CHICAGO,IL,60617,10,38,10-38,4,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,6011,RENEW,,05/15/2024,05/25/2024,N,07/16/2024,07/15/2026,05/25/2024,05/28/2024,AAI,,,41.702582282,-87.526940175,POINT (-87.52694017548112 41.70258228222225)
2373543-20240716,2969660,393388,1,2450 N MILWAUKEE RESTAURANT LLC,ESTEREO,2450 N MILWAUKEE AVE 1,CHICAGO,IL,60647,1,30,1-30,14,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2373543,RENEW,,05/15/2024,06/17/2024,N,07/16/2024,07/15/2026,06/27/2024,06/28/2024,AAI,,,41.92576419,-87.702246015,POINT (-87.70224601480747 41.92576418992568)
2442922-20240716,2969726,403315,1,LINCOLN ASSET MANAGER LLC,HOTEL LINCOLN,1816 N CLARK ST LL-13,CHICAGO,IL,60614,43,49,43-49,18,1050,Public Place of Amusement,744,Provides Onsite Entertainment or Rentals,2442922,RENEW,,05/15/2024,06/10/2024,N,07/16/2024,07/15/2026,01/23/2025,01/23/2025,AAI,,,41.915249987,-87.634293268,POINT (-87.63429326814013 41.91524998684686)
954-20240716,2967954,50260,1,TITUS' TIME OUT LOUNGE CORPORATION,TIME OUT LOUNGE,8216 S VINCENNES AVE 1ST,CHICAGO,IL,60620,6,2,6-2,6,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,954,RENEW,,05/15/2024,01/23/2025,N,07/16/2024,07/15/2026,01/23/2025,01/24/2025,AAI,,,41.74480061,-87.635924833,POINT (-87.6359248327778 41.74480061003419)
2781465-20240716,2970411,463674,1,"Streeterville Egg Harbor, LLC",Egg Harbor Cafe,220 E ILLINOIS ST,CHICAGO,IL,60611,2,26,2-26,18,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2781465,RENEW,,05/15/2024,05/16/2024,N,07/16/2024,11/15/2025,05/16/2024,05/17/2024,AAI,,,41.891085942,-87.621703812,POINT (-87.621703811899 41.89108594171936)
2134049-20240716,2969272,368691,1,"PICCOLO SOGNO DUE, LLC",NONNINA,340 N CLARK ST 1,CHICAGO,IL,60654,42,32,42-32,18,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2134049,RENEW,,05/15/2024,05/17/2024,N,07/16/2024,07/15/2026,05/17/2024,05/17/2024,AAI,,,41.888526714,-87.631191374,POINT (-87.63119137435383 41.888526713886016)
2584085-20240716,2970119,425778,1,MEETING HOUSE TAVERN LLC,MEETING HOUSE TAVERN,5025 N CLARK ST 1-2,CHICAGO,IL,60640,47,15,47-15,20,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2584085,RENEW,,05/15/2024,06/29/2024,N,07/16/2024,07/15/2026,06/29/2024,07/01/2024,AAI,,22,41.973325275,-87.667921671,POINT (-87.66792167114302 41.97332527471334)
67087-20240716,2967835,20644,1,"JOVIAL CLUB, INC",JOVIAL CLUB,9615 S COMMERCIAL AVE 1ST,CHICAGO,IL,60617,10,45,10-45,4,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,67087,RENEW,,05/15/2024,07/08/2024,N,07/16/2024,07/15/2026,07/08/2024,08/13/2024,AAI,,,41.720453192,-87.550900613,POINT (-87.55090061266132 41.72045319189485)
2590016-20240716,2970142,426678,1,"1540 N. MILWAUKEE, LLC",DSTRKT BAR & GRILL,1540 N MILWAUKEE AVE LL-1,CHICAGO,IL,60622,1,8,1-8,14,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2590016,RENEW,,05/15/2024,07/02/2024,N,07/16/2024,07/15/2026,07/02/2024,07/02/2024,AAI,,33,41.909420031,-87.676195083,POINT (-87.67619508256817 41.909420030729095)
1873579-20240716,2968902,323180,1,9942 INC.,THE ODYSSEY LOUNGE EAST,9942 S TORRENCE AVE 1,CHICAGO,IL,60617,7,62,7-62,4,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,1873579,RENEW,,05/15/2024,06/07/2024,N,07/16/2024,07/15/2026,06/07/2024,06/10/2024,AAI,,,41.714038302,-87.559902945,POINT (-87.55990294528414 41.714038302463685)
2442921-20240716,2969728,403315,1,LINCOLN ASSET MANAGER LLC,HOTEL LINCOLN,1816 N CLARK ST LL-13,CHICAGO,IL,60614,43,49,43-49,18,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2442921,RENEW,,05/15/2024,06/10/2024,N,07/16/2024,07/15/2026,06/10/2024,11/05/2024,AAI,,,41.915249987,-87.634293268,POINT (-87.63429326814013 41.91524998684686)
1845195-20240716,2968289,245500,1,"BURNSIDE LOUNGE, INC.",REESE'S LOUNGE,1827 W 87TH ST 1,CHICAGO,IL,60620,18,3,18-3,22,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,1845195,RENEW,,05/15/2024,10/07/2024,N,07/16/2024,07/15/2026,10/07/2024,10/08/2024,AAI,,,41.735600359,-87.66907678,POINT (-87.66907677991776 41.73560035888288)
2404886-20240716,2969700,398481,1,"SMALL BATCH, LLC",ANTIQUE TACO BRIDGEPORT,1000 W 35TH ST 1,CHICAGO,IL,60609,11,19,11-19,9,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2404886,RENEW,,05/15/2024,06/24/2024,N,07/16/2024,07/15/2026,06/24/2024,06/25/2024,AAI,,,41.830793576,-87.651091664,POINT (-87.65109166390083 41.83079357609036)
48313-20240716,2967612,6127,2,"AZAFUZZA, INC.",RAGTYME II,10906 S TORRENCE AVE 1ST,CHICAGO,IL,60617,10,13,10-13,4,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,48313,RENEW,,05/15/2024,07/04/2024,N,07/16/2024,07/15/2026,07/04/2024,07/05/2024,AAI,,,41.697470386,-87.559677272,POINT (-87.55967727227338 41.69747038580615)
1542161-20240716,2968631,282055,1,"VALLES HOLDINGS, INC.",GEORGES TAP,9910 S COMMERCIAL AVE,CHICAGO,IL,60617,10,30,10-30,4,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,1542161,RENEW,,05/15/2024,08/05/2024,N,07/16/2024,07/15/2026,08/05/2024,08/06/2024,AAI,,,41.715072948,-87.551114693,POINT (-87.5511146927825 41.71507294801782)
2595672-20240716,2970218,427379,1,"STAX II, INC.",STAX CAFE,522 N MILWAUKEE AVE 1,CHICAGO,IL,60642,27,1,27-1,12,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2595672,RENEW,,05/15/2024,07/03/2024,N,07/16/2024,07/15/2026,07/03/2024,07/05/2024,AAI,,,41.891732865,-87.648654193,POINT (-87.64865419293943 41.89173286514732)
1817679-20240716,2968851,316217,1,"R & T CHICO, INC.",LONCARS,3201 E 92ND ST,CHICAGO,IL,60617,10,1,10-1,4,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,1817679,RENEW,,05/15/2024,07/03/2024,N,07/16/2024,07/15/2026,07/03/2024,07/05/2024,AAI,,5,41.728189267,-87.546817851,POINT (-87.54681785120488 41.72818926732291)
2518091-20240716,2969884,410162,1,"BIXI BREWERY, LLC",BIXI BREWERY,2515-2517 N MILWAUKEE AVE,CHICAGO,IL,60647,1,30,1-30,14,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2518091,RENEW,,05/15/2024,07/12/2024,N,07/16/2024,07/15/2026,07/12/2024,08/05/2024,AAI,,,41.927147568,-87.704034713,POINT (-87.70403471284385 41.92714756830267)
22732-20240716,2967965,52461,1,THERE LOUNGE LLC,THERE LOUNGE,8235 S ASHLAND AVE # 1ST,CHICAGO,IL,60620,17,73,17-73,6,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,22732,RENEW,,05/15/2024,07/03/2024,N,07/16/2024,07/15/2026,07/03/2024,07/05/2024,AAI,,69,41.743846974,-87.663127055,POINT (-87.66312705515676 41.74384697407839)
1473359-20240716,2968472,271886,1,"235 ASHLAND HOLDINGS, INC.",COBRA LOUNGE,231 N ASHLAND AVE 1,CHICAGO,IL,60607,27,33,27-33,12,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,1473359,RENEW,,05/15/2024,06/24/2024,N,07/16/2024,07/15/2026,06/24/2024,06/25/2024,AAI,,,41.886332286,-87.666859806,POINT (-87.66685980599203 41.88633228594559)
2956667-20240710,2956667,505149,1,"Roanoke Management, LLC",101 Club,"101 E ERIE ST GROUND, 20TH FLOOR & ROOFTOP",CHICAGO,IL,60611,42,22,42-22,18,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2956667,ISSUE,02/29/2024,05/07/2024,05/01/2024,N,07/10/2024,07/15/2026,07/10/2024,07/10/2024,AAI,,,41.894009687,-87.625367718,POINT (-87.62536771830537 41.89400968711272)
2840517-20240710,2840517,484342,1,1637 West North Bar and Lounge LLC,1637 West North Bar and Lounge,1637 W NORTH AVE,CHICAGO,IL,60622,1,7,1-7,14,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2840517,ISSUE,03/29/2022,04/12/2022,04/11/2022,Y,07/10/2024,07/15/2026,07/10/2024,07/10/2024,AAI,,33,41.910499875,-87.66920617,POINT (-87.66920616953142 41.910499875487055)
2917874-20240708,2917874,498682,1,Bad Apple Beldon LLC,The Bad Apple,658 W BELDEN AVE,CHICAGO,IL,60614,43,29,43-29,18,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2917874,ISSUE,06/23/2023,06/26/2023,06/23/2023,Y,07/08/2024,07/15/2026,07/08/2024,07/08/2024,AAI,,35,41.923779361,-87.646156654,POINT (-87.64615665433992 41.92377936102007)
2912027-20240708,2912027,497673,1,"LSF Chicago, LLC",Legal Sea Foods,315 N DEARBORN ST LOWER AND PLAZA LVL,CHICAGO,IL,60654,42,27,42-27,18,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2912027,ISSUE,05/24/2023,05/25/2023,05/24/2023,Y,07/08/2024,07/15/2026,07/08/2024,07/08/2024,AAI,,,,,
2886410-20240703,2886410,478934,2,CHAMPION VINES LLC,GRAND CRU,1119 W GRAND AVE 1,CHICAGO,IL,60642,27,40,27-40,12,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2886410,ISSUE,12/19/2022,12/22/2022,09/09/2021,Y,07/03/2024,07/15/2026,07/03/2024,07/03/2024,AAI,,,41.890991605,-87.655468717,POINT (-87.65546871668775 41.89099160500865)
2967445-20240627,2967445,507182,1,HUBBARD STREET HOSPITALITY LLC,VELA,352 W HUBBARD ST 1,CHICAGO,IL,60654,42,17,42-17,18,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2967445,ISSUE,05/13/2024,05/13/2024,05/13/2024,N,06/27/2024,07/15/2026,06/27/2024,06/27/2024,AAI,,,41.890046103,-87.637547723,POINT (-87.6375477227689 41.89004610324245)
2972335-20240627,2972335,508043,1,"ILLUMINARIUM CHICAGO, LLC",ILLUMINARIUM EXPERIENCES,600 E GRAND AVE,CHICAGO,IL,60611,42,11,42-11,18,1050,Public Place of Amusement,746 | 767,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee | Retail Sales of General Merchandise and Non-Perishable Food",2972335,ISSUE,06/11/2024,06/11/2024,06/11/2024,N,06/27/2024,07/15/2026,06/27/2024,06/27/2024,AAI,,,41.892094137,-87.611569884,POINT (-87.61156988394656 41.892094136861786)
2971313-20240626,2971313,504606,1,EATWITHAURORA LLC,TAMA RESTAURANT,1952 N DAMEN AVE 1ST AND 2ND FLOOR,CHICAGO,IL,60647,32,34,32-34,14,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2971313,ISSUE,05/20/2024,05/20/2024,05/21/2024,N,06/26/2024,07/15/2026,06/26/2024,06/26/2024,AAI,,33,41.917440569,-87.677757237,POINT (-87.67775723723447 41.91744056947377)
